numeric_claim_id,section,line_or_table,exact_text,numeric_tokens,claim_class,frozen_authority,authority_key_or_row,display_transform,verification_status,notes
"QNUM0394","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 394","| PullRequestReview | 72,597 | 1.94% |","72,597;1.94%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referencing_entity_distribution.csv","event_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0395","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 395","| PullRequestReviewComment | 52,761 | 1.41% |","52,761;1.41%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referencing_entity_distribution.csv","event_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0396","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 396","| CommitComment | 38,818 | 1.04% |","38,818;1.04%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referencing_entity_distribution.csv","event_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0398","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 398","表中占比基于 3,747,958 条 admitted source-observation records 计算。IssueComment、Push、PullRequest、Issue 是当前分布中计数最高的四类征引实体；这些比例是 observed global shares，不被解释为任务解决、讨论质量或组织机制。","3,747,958","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/quotient_construction_audit.json","scanned_input_rows;retained_reference_records;quotient_eligible_records","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0400","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 400","2. **被引实体分布：生态资源与完整变更单元的引用对象**","2","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/manifest.json","status;manifest_sha256;config_sha256","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0402","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 402","被引实体分布回答“Reference 指向何种对象”的问题。表 4.2 采用完整 fine-grained target-entity rows，不把长尾类型静默合并为“其他”。","4.2","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/manifest.json","status;manifest_sha256;config_sha256","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0404","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 404","**表 4.2 被引实体类型分布统计**","4.2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0408","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 408","| GitHub_Service_External_Links | 1,629,327 | 43.47% |","1,629,327;43.47%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0409","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 409","| PullRequest | 671,986 | 17.93% |","671,986;17.93%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0410","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 410","| Actor | 475,651 | 12.69% |","475,651;12.69%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0411","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 411","| Issue | 281,648 | 7.51% |","281,648;7.51%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0412","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 412","| Commit | 255,009 | 6.80% |","255,009;6.80%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0413","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 413","| GitHub_Files_FileChanges | 193,391 | 5.16% |","193,391;5.16%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0414","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 414","| Repo | 74,468 | 1.99% |","74,468;1.99%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0415","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 415","| GitHub_GenSer_Other_Links | 62,641 | 1.67% |","62,641;1.67%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0416","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 416","| GitHub_Other_Service | 32,788 | 0.87% |","32,788;0.87%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0417","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 417","| Branch_Tag_GHDir | 24,102 | 0.64% |","24,102;0.64%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0418","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 418","| IssueComment | 13,355 | 0.36% |","13,355;0.36%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0419","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 419","| SHA | 13,126 | 0.35% |","13,126;0.35%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0420","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 420","| PullRequestReview | 8,076 | 0.22% |","8,076;0.22%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0421","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 421","| Gollum | 5,779 | 0.15% |","5,779;0.15%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0422","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 422","| PullRequestReviewComment | 3,775 | 0.10% |","3,775;0.10%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0423","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 423","| Release | 1,950 | 0.05% |","1,950;0.05%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0424","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 424","| Branch | 581 | 0.02% |","581;0.02%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0425","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 425","| Tag | 300 | 0.01% |","300;0.01%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0426","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 426","| CommitComment | 5 | 0.00% |","5;0.00%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_referenced_entity_distribution.csv","entity_type;count;share","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0430","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 430","3. **自引用行为：内部与外部 Reference evidence 的比例分化**","3","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/manifest.json","status;manifest_sha256;config_sha256","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0432","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 432","自引率表示项目内部 Reference records 占该项目全部可观测 Reference records 的比例。当前 294 个种子 DBMS 项目的自引率均值为 41.82%，中位数为 39.47%，标准差为 23.89%；25% 分位数为 25.75%，75% 分位数为 59.06%。这一分布只说明项目间 Reference evidence 构成存在差异，不测量更强的知识过程、组织属性或能力构念。","294;41.82%;39.47%;23.89%;25%;25.75%;75%;59.06%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/seed_observability_audit.json","seed_count;expanded_target_count;expanded_targets_are_source_complete","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0434","#### 4.1.1 引用类型分布特征与 Reference evidence composition","line 434","从项目 profile 看，WiredTiger 的自引率为 84.08%（15,332 条引用中 12,891 条为自引）；SSDB 与 GreatSQL 的自引率均为 0.00%，H2 的自引率为 39.83%。这些案例仅用于说明当前文件支持的分布位置，不构成项目质量或机制判断。","84.08%;15,332;12,891;0.00%;39.83%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/manifest.json","status;manifest_sha256;config_sha256","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0439","#### 4.1.2 协作特征与 comment reference density","line 439","#### 4.1.2 协作特征与 comment reference density","4.1;2","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0440","#### 4.1.2 协作特征与 comment reference density","line 440","本小节基于 294 个种子 DBMS 项目的项目级协作指标，从协作规模、互动强度与评论引用密度三个维度考察 Reference behavior 的项目级差异。冻结 descriptive statistics 同时报告偏度和峰度；表 4.3--4.5 的数值均直接取自该文件。","294;4.3;-4.5","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_descriptive_statistics.csv","metric;mean;median;std;q25;q75;max","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0442","#### 4.1.2 协作特征与 comment reference density","line 442","**表 4.3 活跃议题数分布统计**","4.3","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0444","#### 4.1.2 协作特征与 comment reference density","line 444","| 统计量 | n | 均值 | 中位数 | 标准差 | 最小值 | 最大值 | 偏度 | 峰度 | 25%分位数 | 75%分位数 |","25%;75%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_descriptive_statistics.csv","metric;mean;median;std;q25;q75;max","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0446","#### 4.1.2 协作特征与 comment reference density","line 446","| 活跃议题数 | 294 | 739.92 | 85.50 | 2,025.65 | 0.00 | 22,349.00 | 6.25 | 51.99 | 15.00 | 566.00 |","294;739.92;85.50;2,025.65;0.00;22,349.00;6.25;51.99;15.00;566.00","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_descriptive_statistics.csv","metric;mean;median;std;q25;q75;max","INTEGER_FORMAT","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0448","#### 4.1.2 协作特征与 comment reference density","line 448","**表 4.4 新增议评率分布统计**","4.4","NON_SCIENTIFIC_FORMATTING","N/A","N/A","INTEGER_FORMAT","NOT_APPLICABLE","actual final QA manuscript numeric-bearing line rescanned"
"QNUM0450","#### 4.1.2 协作特征与 comment reference density","line 450","| 统计量 | n | 均值 | 中位数 | 标准差 | 最小值 | 最大值 | 偏度 | 峰度 | 25%分位数 | 75%分位数 |","25%;75%","SCIENTIFIC_RESULT","outputs/reference_quotient_p0_corrected_v3/rq1_descriptive_statistics.csv","metric;mean;median;std;q25;q75;max","PERCENT_X100_ROUND_2","MAPPED","actual final QA manuscript numeric-bearing line rescanned"
